Topic,Subject,Question,Answer
"Actitud","prepared","We had a big storm last summer_comma_ so this year I bought a ton of supplies in case we lost power or had flooding. Last year our basement got very damaged. ","Yeah its all repaired now. I also bought lots of food in case we loose power."
"Actitud","hopeful","I am confident my brother will beat his cancer.","I am confident my brother will beat this cancer."
"Actitud","hopeful","It's birthday soon. I want to be a better person.","Birthday wishes come true. You will have to work at it still though."
"Actitud","hopeful","I am feeling more positive about the future today. I am really trying to hold on to that feeling no matter what. It's hard!","That is good!  Why have you been feeling down about the future before?"
"Actitud","hopeful","Before I do feel that I will not make it in life_comma_ but later I felt expectant of my future","I expected something good_comma_ that was why things are working well for me now"
"Actitud","hopeful","I really want to win the lottery someday_comma_ maybe i will? ","That would pretty amazing. What will you do with the winning?"
"Actitud","hopeful","Nephew plays football.  I hope he does great this year!","Yeah this is true!  I'll definitely take your advice! Thank you so much!"
"Actitud","hopeful","I am hoping to win the lottery this week!","I am hoping as well"
"Actitud","hopeful","that i will find a better job ","I am staying very positive that this year even if it is coming close to an end I will find a better job! "
"Actitud","hopeful","I'm meeting a girl for a date at the zoo this afternoon.","What's your favorite exhibit at the zoo?"
"Actitud","hopeful","I am feeling this way in hopes that I get into grad school.","I really hope I get accepted into grad school."
"Actitud","hopeful","I have a promotion coming up in the next few weeks. I am hopeful that I will get a raise","that's awesome! I hope you will get a promotion. what do you do for work?"
"Actitud","hopeful","I am hoping the Eagles can win it all again this season!","Why do you like the eagles?"
"Actitud","hopeful","I just got a new manager at work. She is really young but seems to be full of good ideals.","I plan to steer clear. I'm going to relocate in January so I just need to lay low. I hope she does a great job."
"Actitud","hopeful","I'll be getting a raise in February.","It'll be around 25%."
"Actitud","hopeful","Getting a colonoscopy done.  I hope it turns out okay","My appointment is coming up"
"Actitud","hopeful","I pray American will be great again.","Me too_comma_ he's so real. He loves what I love. MMA_comma_ poker_comma_ guns_comma_ WWE_comma_ hahahah"
"Actitud","hopeful","I recently applied for a job at a new company. Getting this job would but such a step up for me and my family. It would really be great if I got it.","Well I hope you get it. Good luck!"
"Actitud","hopeful","I'm trying to save up money to buy a home by next year. If all goes well It can happen.","I am so excited. I'm thinking of all the things I want to do to it and I don't even know what it looks like yet."
"Actitud","hopeful","I'm going to see a film tonight and I am really crossing my fingers its good.","I think it's called the Happytime Murders. Some murder mystery/comedy with puppets."
"Actitud","hopeful","We are wanting to buy a new house in the next year. I'm really hoping that it works out for us. We have needed something a little bigger for a while now.","Yes. I have 4 kids and we are living in a 3 bedroom and 1 bathroom right now. We definitely need another bathroom. lol"
"Actitud","hopeful","I borrowed some money from my friend. I've a confidence I'll repay this month to him.","What a good friend to lend you money in your time of need. You should thank him and take him to dinner after everything is sorted."
"Actitud","hopeful","Vacation trip coming up hope it's awesome","Yeah I know!  It's going to be awesome!  Enjoy your day_comma_ friend!"
"Actitud","prepared","when I had my test to get a new certification at work_comma_ I felt great about it because I had workd really hard and studied.","I had my test for a new certification at work.  I really wasn't that nervous for it though."
"Actitud","trusting","I let people so much in my life and they ended up betraying my confidence i had in them.","I can sympathize with you. I've had a lot of betrayal in the past. The ONLY thing to do is to continue looking for trustworthy individuals. "
"Actitud","trusting","When my dad wanted to help me get a car_comma_ I trusted him. I knew he would help me a lot","That is nice of him_comma_ that is a good dad right there!"
"Actitud","trusting","I was walking around SF zoo the other day and realized that animals are such genuine creature and I like them like humans_comma_","Have you ever been to the zoo just to realize that animals can be just as good as humans?"
"Actitud","faithful","When the guy I'm now married to and I met for the first time I was actually dating someone else. I thought that my now husband would just be a really good friend to me. I stayed with my ex-boyfriend for a while after_comma_ and even when I knew I wanted to date my now husband I never did anything to betray my ex.","Well that's good. Sounds like it all worked out pretty well."
"Actitud","faithful","One day my neighbor helped me in a risky situation. So I'm loyal to their family always.","Yeah_comma_ They helped me in the risky situation when I was alone."
"Actitud","faithful","I have been with my car insurance company for 30 years.","I have been with my car insurance company for 30 years."
"Actitud","faithful","god has done so much for me in my life. i owe everything to him","and i know he's going to come back for me and take me away from this place"
"Actitud","faithful","I had a girl try to hook up with me_comma_ but i didnt do anything because I love my wife.","This attractive girl at the bar was trying to get me to go home with her the other night"
"Actitud","faithful","3","A key to a long relationship is persistence_comma_ so keep at it! "
"Actitud","faithful","Some one owed me some money","I thought he would not pay back after a long time"
"Actitud","faithful","I just celebrated 25 years at my job.","You should've made them buy another cake!"
"Actitud","faithful","I have always  been faithful to my girlfiend of almost 3 years","So many people cheat nowadays. That's good to hear!"
"Actitud","faithful","I'm hoping I can reach diamond next season in overwatch. I've been practicing a ridiculous amount","I would say it's my favorite fps now by a mile. Cod became fecal matter 5 or 6 years ago. I'm hoping I can finally stop being a pleb and hit diamond next season"
"Actitud","faithful","I feel very committed to my work. No matter how I feel_comma_ I have to press on and complete it. It's been a rough week and my will power is very strong to still work through all this","yes. It's been a rough week and my will power is very strong to still work through all this"
"Actitud","faithful","I feel this way because I have hope that I will get into grad school.","That sounds interesting_comma_ when do you learn if you got in?"
"Actitud","faithful","When I am in nature I feel good that this world is exactly as it should be. Everything is moving a long to Gods desires.","Why do cities make you feel that way?"
"Actitud","faithful","I love my girlfriend so much. I think im going to marry her.","Congratulations and thats OK I do that a lot too."
"Actitud","faithful","I would never cheat on my wife like my brother cheated on his wife","Cheating  on your spouse is a despicable thing to do."
"Actitud","faithful","When my spouse was out of town for work_comma_ a friend stopped by to visit. This friend offered to kiss me_comma_ but I declined and asked the friend to leave. I only have interest in my spouse in this way.","I said no and made the friend leave. I only like my spouse."
"Actitud","faithful","I was married to my wife for thirty years_comma_ and even though she has passed I can't bring myself to date anyone else.","Well_comma_ if that's how you feel then maybe it is best if you stay in the dugout and don't play the field. No shame in that."
"Actitud","faithful","Getting married this fall","It's lovely. Be a happy couple. live long together!"
"Actitud","excited","My spouse bought me a diamond necklace for my birthday.","Yes I was_comma_ I felt love and appreciated. "
"Actitud","prepared","One year we had a scary hurricane warning_comma_ but thankfully with plenty of time to get ready for it. So I got batteries_comma_ beer_comma_ non-perishable foods. I was totally ready!","Wouldn't you know it totally missed my city. I was a little let down to be honest_comma_ though glad we were safe."
"Actitud","joyful","My best friend will come visit me on Friday_comma_ so I am feeling pretty good.","My best friend is coming to visit me this Friday."
"Actitud","faithful","I've failed a lot of diets in the past_comma_ but this time I've been able to stay dedicated for the past four months. I'm seeing great progress now!","Yeah_comma_ that sounds like a really good idea!"
"Actitud","faithful","I fully trust in my intuition and dreams.  They have gotten me this far and I'm going all the way to the top","These days I'm trusting my intuition and following my gut to achieve my goals.  They've gotten me this far and haven't let me down yet"
"Actitud","faithful","I've never cheated on my wife","uh oh how does Facebook help? lol"
"Actitud","faithful","i have faith my brother will do alright","Well at least you were able to introduce him to your friend. I hope everything works out for him!"
"Actitud","trusting","The first time I went on a motorcycle_comma_ I was scared. But I knew my husband wouldn't do anything to hurt me. I trusted him with my life.","It must be nice to have that kind of trust for someone_comma_ and motorcycles can be fun!"
"Actitud","trusting","When I was a little kid I used to put my faith in everybody.  I learned later on_comma_ as I matured that you can't rely on other people too much because only you know what is best for you in life while everyone else will try to use you if they see you doing too well in life","I understand. Do you like Tony Montana in the movie Scarface?"
"Actitud","trusting","If I'm going to be in a relationship I need girl I can depend on_comma_ not some effed up crazy damaged goods type of girl","Yes_comma_ glad you agree....I was an idiot and mistook a deadly combo of pity and infatuation for love...but now I know what to avoid and what I want so I'm thankful"
"Actitud","trusting","Once I was working on a big project with a bunch of people and made a mistake. One of the other people working on the project covered for me even though they didn't need to. ","did it boost your confidence and faith in mankind?"
"Actitud","trusting","I like my new manager. He is so kind and a good listener. I feel that I can trust him with any issue that I have.","I hate that too. Most of the managers are like that. They never listen and they can be rude."
"Actitud","trusting","My co-worker is in charge of finishing up our big project. I am putting all my faith in them.","I have a co-worker putting the finishing touches on a big project and work_comma_ and I am really putting all my faith in him."
"Actitud","trusting","I knew my dad would help me with my test. He was good at math","I knew my dad would help me with my test. He was good with math"
"Actitud","trusting","I can tell my best friend anything!","I usually ask her for advice and tell her embarrassing stories because she never snitches!"
"Actitud","trusting","When I had many problems or I was sad_comma_ I knew God was with me and the things were going to improve.","Can you facetime them?"
"Actitud","trusting","I let my son drive the car for the first time.","You must be so proud of him!"
"Actitud","hopeful","I just applied for a new job.  After the interview_comma_ I'm very optimistic that I will get the position","I do!  I'm feeling very optimistic about it"
"Actitud","trusting","I trust my wife with my life","thats a good bond how long have you been together? "
"Actitud","trusting","My nephew is learning how to drive and asked to use my car to take the driving test this weekend. ","Yeah. I feel he wont let me down. "
"Actitud","trusting","I wanted to go out but needed someone to watch my kids. No one had ever babysat before. I let my sister watch them because I knew she would do a good job. ","Oh that's so great - and now you can feel comfortable leaving them with her more often!"
"Actitud","trusting","I went skydiving. I had to trust in the tandem partner I had to not kill me.","That's so awesome. I don't think I would have the courage now. Will you do it again?"
"Actitud","trusting","I believed that my son would behave responsibly when I left him home alone for the weekend.","Wow_comma_ that would have scared me_comma_ how did it go?"
"Actitud","trusting","I was working on a boat_comma_ and I had to hope that my friend didn't screw something up while I had my hands in the engine.","Gosh I hate it when I have to work on complicated parts in my boat engine_comma_ when my friend is helping me."
"Actitud","trusting","i felt trusting when my dad and my mon care for me","Well as a fellow human being_comma_ I agree that when parents care for their children_comma_ it creates a lifelasting bond between the two parties."
"Actitud","trusting","My daughter has grown up so much. She is finally able tobabysit her younger siblings","my daughter has matured so well"
"Actitud","trusting","My mom said she'd go to the doctor the next time she started feeling weird heart palpitations again. I'm about a thousand miles away from her_comma_ so I can't force her to go. But I'm worried about her_comma_ as she's always avoided the doctor_comma_ and always been in poor health. Hope she does the right thing.","Sort of.. we have a neighbor that's been by her for 10 years_comma_ and they've been friends for a long time. But she's older herself_comma_ and has her own worries_comma_ so it's not like I can put more on her plate. My mother is just stubborn. I love her to death_comma_ but she's kind of a 'What will be_comma_ will be' type person_comma_ and just assumes life will happen and you can_comma_ nor should_comma_ do anything to get in the way of it."
"Actitud","faithful","I am very faithful to my employer.","My employer provides me with lots of training and support so I have become very faithful to them."
"Actitud","faithful","I was invited to church this last weekend. I went and felt very optimistic in the church.","I went to church with a friend recently."
"Actitud","trusting","My partner and I both work 24-hour shifts and tend to alternate shifts (I'll be at home hwen she's at work and she'll be at home when I'm at work). This can lead to some insecurities sometimes because not only are we away from each other alot_comma_ but we have a lot of time by ourselves where anyone could come over if they want to. I feel so lucky knowing that my wife has my best interest in mind. ","Ahh! We both enjoy it. Thanks for the thank you_comma_ though! :) "
"Actitud","trusting","I have faith that I will get pregnant soon. Why is it so hard? Isn't that what a women's body is built to do?","Yeah_comma_ more people are having these issues these days. I think it may be true that someone may be poisoning us through the water and food or something! It is a scary world!"
"Actitud","proud","I just got a steam cleaner and used it for the first time yesterday. My carpets came out so clean!","I was in the market for a steam cleaner and did tons of research til I chose the best one."
"Actitud","proud","I had a big final exam that I studied really hard for. I passed with an A and finished with a 4.0 for the semester. I couldnt be happier.","I did. I even ended up with a 4.0 for the whole semester. I was very happy I was able to achieve that."
"Actitud","proud","I was held my head high when my mother received her Master's Degree after getting a GED after high school.","You know she inspires me. She always reminds me of what hard work can do for you."
"Actitud","proud","My son just graduated from college. I cannot believe how fast time went.","Awesome. That is a huge accomplishment."
"Actitud","proud","I won first place in the marathon last weekend. I trained hard and deserved the win","That's pretty awesome. Do you usually run marathons?"
"Actitud","proud","My niece is visiting and we have a pool.  She has not had access to a pool for most of her childhood ad does not know how to swim.  She is figuring it out very quickly though and her confidence is increasing as her skills do.  It's very exciting to watch her skills and confidence soar and she feels it too.","My niece can't swim but has is staying with us for a bit and we have a pool.  Her skills are increasing and her confidence is soaring!"
"Actitud","proud","Nephew playing football this year","That's exciting!  I hope he's doing well in school!"
"Actitud","proud","It makes me feel good when I see my friends realizing their dreams.","Some people get jealous when other people are doing well_comma_ so you are truely a good friend"
"Actitud","proud","I watched two of my daughters as they graduated from high school.","Oh_comma_ that's wonderful!  Tell them congratulations for me! You must be bursting with pride!  "
"Actitud","proud","My brother is getting married. I am so happy for him","I am not_comma_ I did not want to jinx it"
"Actitud","proud","I made an amazing pizza yesterday. Iwas very proud of it.","I love pizza. Did you make it by yourself or with friends?"
"Actitud","proud","My grandson just graduated high school. He was developmentally slow so we were amazed that he actaully graduated a year early!","You must be so proud. That really is a great accomplishment that he has made. Is he going to college?"
"Actitud","proud","my daughter passed her drivers test on the first try","really scary."
"Actitud","proud","One time in welding school I got 2 of my teachers a gig with a major contractor on FT benning building ADA code railing for th new hospital and centers and stuff_comma_","One time in welding school I got 2 of my teachers a gig with a major contractor on FT Benning building ADA code railing for th new hospital and centers and stuff_comma_"
"Actitud","proud","I was happy when my brother graduated college. I was just happy for him","I was happy when my brother finished college. He really did deserve it"
"Actitud","proud","My school is low income_comma_ but we score in the top 5% statewide.","Yep. We get looked down on so much_comma_ but I think some schools are gonna rethink their attitudes now."
"Actitud","proud","I won a teaching award last year for my work with at-risk youth. ","It's nice to be recognized. What do you do for a living?"
"Actitud","proud","Finally got some yard work done _comma_ Love the smell of fresh cut grass.","I like getting things done in the yard_comma_but I feel so dirty afterwards."
"Actitud","proud","My little boy got on the bus this morning. He made me so happy for him.","That's so sweet. "
"Actitud","proud","My daughter got is going to university. I'm so happy. ","Thank you_comma_ I'm so proud"
"Actitud","proud","My son won first place at his first spelling bee.","That's great!  Sounds like he's a smart kid!"
"Actitud","proud","My daughter win a medal for dancing in a competition. I glad to see her as a dancer.","I'm impressed_comma_ where did she win the medal?"
"Actitud","proud","My dog learned all of his tricks!","Oh great. That is so fun . My baby died a few years ago. But he was over 14 _comma_ so. "
"Actitud","joyful","Get to hang out and play cards with my girlfriend and her parents. Her parents are actually pretty laid back and fun to be around_comma_ so I'm looking forward to it. Glad I don't have to deal with overbearing in-laws like some people.","That's good. Were you nervous at first?"
"Actitud","joyful","When my first child was born I have never experienced so much happiness in my life.","Thank you! It is hard at times tho when getting little sleep."
"Actitud","joyful","My company will give us a bonus because the quarter was good. I am happy.","I just went on a vaction with my kids. Its was so relaxing. Have fun"
"Actitud","joyful","I felt so happy seeing my high school friends last month. We were at our reunion","True! All those old memories started rushing in"
"Actitud","prepared","One year we had a scary hurricane warning_comma_ but thankfully with plenty of time to get ready for it. So I got batteries_comma_ beer_comma_ non-perishable foods. I was totally ready!","Wouldn't you know it totally missed my city. I was a little let down to be honest_comma_ though glad we were safe."
"Actitud","joyful","My best friend will come visit me on Friday_comma_ so I am feeling pretty good.","My best friend is coming to visit me this Friday."
"Actitud","joyful","I care a lot about all the little birds in my neighborhood. I am a sensitive soul and I just want to help every critter I see.","i dont want them to suffer either"
"Actitud","joyful","I'm happy my package just arrived","im glad it came earlier"
"Actitud","joyful","I'm pretty happy that my daughters have a day off from school today.","Well_comma_ my daughters have a day off from school due to our state elections."
"Actitud","joyful","i got a surprise gift in the mail","one time on my birthday i never expect much to me is just a regular day _comma_ then i get a package in the mail it was copic markers my friend mailed them to me from another state i was so happy"
"Actitud","joyful","I remember as a child when I got my Nintendo 64 how happy and excited I was. Best christmas memory I have.","Yea _comma_ I still play it sometimes for funs sake."
"Actitud","joyful","I won a year of unlimited pizza. I'm so psyched.","It will save you a lot of money too"
"Actitud","joyful","Going to disney world in december!","Oh that's exciting! Have you gone before?"
"Actitud","joyful","I felt this way after the birth of my son.","What did you name him?"
"Actitud","proud","I got all A's in my last semester.","Thanks! Yes_comma_ I think I did my best anyway."
"Actitud","joyful","My dogs passed away 2 years ago. My family adopted me one this past weekend on my birthday.","My dogs passed away 2 years ago. My family adopted me one this past weekend on my birthday."
"Actitud","joyful","Took the kiddos to the lake","That sound fun! I love to eat fresh fish!"
"Actitud","prepared","Getting ready to file quarterly taxes and I have been very diligent with organization this year so I am prepared","I bought a big rubbermaid portable file box that has folders "
"Actitud","joyful","I recently received my teaching certificate","thats so awesome good for you "
"Actitud","joyful","I am going to eat some BBQ later.  I am so happy for it.","That sounds so good and the perfect way to spend a Sunday."
"Actitud","joyful","I will be seeing my son tomorrow after  a month.","My son comes back tomorrow!"
"Actitud","joyful","I am moving to new appartment. The new neighborhood is so nice. I am so happy that I found this appartment. ","That is so nice.  When do you move?"
"Actitud","joyful","I was pretty happy to find out I was having a girl","I had her 7 months ago"
"Actitud","joyful","i am so happy that i am going to be a grandma","Yep. Happy and healthy is a blessing"
"Actitud","joyful","I cant believe my daughter performed so well in the recital. She practiced so hard for it","I cant believe my daughter performed so well in the recital."
"Actitud","joyful","I've had family visiting for the past couple of days_comma_ some cousins and an uncle and aunt that I haven't seen a long time. It's always great to be reunited with family_comma_ especially after you get over that first initial weird social hump of feeling each other out after not having spoken for a long time. It's crazy to see how much the younger cousins have physically changed! Anyway_comma_ it's been a blast playing games and catching up with them.","wow thats great"
"Actitud","joyful","I'm very proud of my daughters.","I am very proud of my daughters."
"Actitud","joyful","I care a lot about all the little birds in my neighborhood. I am a sensitive soul and I just want to help every critter I see.","i dont want them to suffer either"
"Actitud","proud","I was held my head high when my mother received her Master's Degree after getting a GED after high school.","Yes_comma_ it is great! Even better she just received her Master's Degree at the tender age of 50!"
"Actitud","confident","For some reason if I get a good pump at the gym early in the morning_comma_ I feel like I can tackle any task on my to-do list for the day.","That's awesome. do you usually exercise in the mornings?"
"Actitud","confident","Going to a job interview soon and I think I got this!","It is great to be confident. I am sure you will knock the interview out of the park!"
"Actitud","confident","My friend speaks 4 languages. I'm sure they'll get that interpreter job at the embassy.","Yea. English of course_comma_ then French_comma_ Spanisha and Chinese."
"Actitud","confident","I recently decided to start blogging again and feel pretty good about it. I used to have a decent sized audience_comma_ so hopefully I can build it back up.","I'm sure if you can let people know that you're back blogging_comma_ they'd come back to see what you're up to now!  What do you blog about?"
"Actitud","confident","I think I can get everything I need to get accomplished before the end of summer.","What all do you have to get done?"
"Actitud","confident","I am as sure as the sun will rise tomorrow that I will get this job promotion!","Thank you! I have worked so hard for so many years and finally it shows that someone paid attention. :)"
"Actitud","confident","I had to take my final exam for a class last semester. I studied really hard for this exam. I went in sure that I was going to do great on it. I ended up getting the highest score in my class!","hard work pays off "
"Actitud","confident","I recently went surfing and surfed waves everyone else was afraid to. I was the man_comma_","Yes_comma_ I've been surfing for ever. Only three of us in the water. "
"Actitud","confident","I was very sure I was getting the promotion I asked for.","I knew I was going to get the promotion I was up for."
"Actitud","confident","I want to lose weight and i'm sure i can do it","You can. It will take some persistence. How's it going so far?"
"Actitud","confident","We recently went on vacation with some friends to Disney world.  They had never been before and we are annual passholders so we have been several times over the last year.","We had a really good time on our vacation a couple of weeks ago."
"Actitud","confident","I think I did very well in my work and will have a fantastic design to show my boss! I put so much effort into this it can't possibly be bad","That is a smart move by you."
"Actitud","confident","I have my physics test tomorrow that I have been studying 10 days for_comma_ Never felt so ready in my life.","I have a physics test tomorrow. I think I can say that after 10 days of nonstop studying and copious amounts of adderall_comma_ I am finally ready."
"Actitud","confident","I'm about to ask someone that I like out on a date. I'm pretty confident that she will say yes.","So there's a girl that I've been talking to lately... I'm thinking about asking her out."
"Actitud","confident","I have to make a tuna casserole for tomorrow.  I am sure I can do it well.","I bet it will be great - I've always loved a good tuna casserole!"
"Actitud","confident","I know I can make a lotta money on here if I keep working.","Well keep looking something is out there for you"
"Actitud","confident","I knew it was going to be a good weekend last week. I just had a good feeling","ok"
"Actitud","confident","I remember going to State Football Championship. I told my teammates on the bus before we got off that if anybody isn't ready to leave this field with the trophy stay on the bus. The whole bus was quiet. The bus driver looked at me and said I think you guys need the listen to him he doesn't look like he's playing. We eventually won that game . ","WE won 60 - 3 "
"Actitud","confident","i went in knowing i was going to do great on that test","Awesome! So happy for you my friend"
"Actitud","confident"," I knew I was going to pass my final. I studied all week","I was confident about my final test. I had studied all week hard"
"Actitud","confident","I went in to the interview knowing that I had what it takes to land the job. I had prepared to the fullest extent and had all the skills they were looking for.","Nice! You sound like you prepared very well"
"Actitud","confident","I started my driving class last week. I'll finish the class within a month and drive the car without any help of others.","Are you going to buy a car?"
"Actitud","confident","I feel I can do things on my own. I didn't always feel this way_comma_ so it's nice I am empowered now and can accomplish things on my own.","My resolve I guess? Nothing changed for the better but inside me at least I know I can do it on my own because it's 1000 times better than the alternative. I'll do whatever it takes."
"Actitud","confident","I interviewed for a job.  I know I gave great answers to their questions and walked away feeling like I had the job.","I interviewed for a job.  I know I gave great answers to their questions and walked away feeling like the job was mine."
"Actitud","excited","I can't even fall asleep waiting to go on our vacation. ","Oh_comma_ well that is a fine thing indeed! I would be  jumping up and down!"
"Actitud","excited","My brother and a bunch of our friends planned to go to a 15-person cottage in July. I could not wait for all the fun and games we would experience!","It's very close to a lake_comma_ it probably takes a two minute hike down through a patch of trees and tall grass to get there."
"Actitud","confident","This is gonna be a good year at school for me. Its going to be better than all the rest!","Thats a good outlook to have! What year are you on 1st_comma_ 2nd? "
"Actitud","excited","Recently we decided to rescue another kitten. We were so thrilled to be adding another furry member to our family and save a life.","That is great! Adopt_comma_ don't shop! Always a great motto!"
"Actitud","excited","I finally thought my dog how to sit and give me her paw. I felt very accomplished and happy!","I finally thought my dog how to sit and give me her paw. I felt very accomplished and happy!"
"Actitud","excited","I was so thrilled to get concert tickets for a surprise show. It will be so fun!","The Strokes are playing this show on the fly in a month. It's so cool!"
"Actitud","excited","I'm going to a drink and paint party tomorrow. It should be pretty fun!","Wow_comma_ that sounds like a fun and interesting time_comma_ but it sounds like there are a high chance for things to go south and be a huge mess"
"Actitud","excited","Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.","Have you watched champion's league final?"
"Actitud","excited","I am going to meet up with a special friend I haven't seen for  years","That's pretty cool. I don't see my friends much since I moved."
"Actitud","excited","I'm going to a drink and paint party tomorrow. It should be pretty fun!","My friend is having a drink and paint party. I've only been to one before but it was pretty fun. I can't wait."
"Actitud","excited","I have plans so go to the beach with my wife for a week next month.","I have plans so go to the beach with my wife for a week next month"
"Actitud","excited","I'm going to building a gaming pc. This is my first time.","Wow. It can be difficult to put together but finding the parts is a lot of fun."
"Actitud","joyful","I was very happy to get my new job","oh wow. we're practically neighbors."
"Actitud","excited","I'm excited for Red Dead Redemption 2 to come out.  Even though it's a couple months away","No worries_comma_ we all have our hobbies!"
"Actitud","excited","I felt this way when my father bought me a Super Nintendo for  my 9th birthday. We were very poor so it was unexpected!","You still remember what you got for it?  It must have been memorable!  What was it?"
"Actitud","excited","I'm taking my kids to Six Flags this weekend! It'll be a surprise for them!","This weekend I'm taking my kids to Six Flags"
"Actitud","excited","I can't wait until Halloween. I love scaring the little kids who come to my house_comma_ muhahah!","Ha! I've always loved the more festive Dia de los Muertos approach to the day rather than scare or gore! What's your favorite Halloween film?"
"Actitud","excited","i cant wait for next week!","What's going on next week?"
"Actitud","excited","A new skating rink is being built. Should be done in time for Winter skating!","That's great! I may look it up and go to their grand opening as well."
"Actitud","excited","I've never had a lust for life like I do these days.  I literally wake up every day stoked that I'm living my dreams and can't wait to see how much money I can make","Yes you have no idea...still grinding it out everyday but it's totally worth it"
"Actitud","excited","I am so full of anticipation!  School starts on Monday!","that's a long time. You should be used to it"
"Actitud","excited","I am super hype for the new super smash bros_comma_ it looks so so good!","It comes out in December right? It would make a good holiday present!"
"Actitud","excited","I will finally be getting a new phone soon_comma_ and I can't wait because my old one is almost dead.","I have a lot of anticipation in me right now. I will finally be able to get a new phone after all these years."
"Actitud","excited","I was cooking some food recently. I made a hard to make recipe and it worked!","That is trivia. When i am hyped_comma_ i cook lasagna. I know that is hard to cook_comma_ but i mastered it all on my own"
"Actitud","excited","Just got a house for 10k. It's really broken down_comma_ but I hope it'll be nice after we fix it up.","thats cool.  i hope it works out for you"
"Actitud","joyful","I'm happy my package just arrived","im glad it came earlier"
"Actitud","hopeful","My husband and I are going to couples counseling. I am really positive that we can fix things and be happy.","Oh no. I'm sorry to hear you are going through a rough patch."
"Actitud","joyful","i got a surprise gift in the mail","one time on my birthday i never expect much to me is just a regular day _comma_ then i get a package in the mail it was copic markers my friend mailed them to me from another state i was so happy"
"Actitud","prepared","We went through hurricane irma last year. We got everything we needed and put metal shutter on all the windows and decided to stay. "," i must have been terrifying_comma_ I am glad you both made it through it"
"Actitud","prepared","I have been training for months for the race.","I'm sure all the work will be worth it in the end!"
